"","survey","length","age","proportion"
"235",202207,60,15,0.5
"236",202207,61,15,0.0998289312082159
"237",202207,62,15,0.118667456860242
"238",202207,63,15,0.136481342837107
"239",202207,64,15,0.5
"240",202207,70,15,0.232557534937202
"241",202207,72,15,0.334910596892159
"242",202207,55,17,0.0833333333333333
"243",202207,63,17,0.0384081668321972
"244",202207,67,17,0.0514064287671903
