"","hauljoin","cruise","vessel","haul","specimenid","species_code","length"
"82",-4952,200901,89,2,25,10261,310
"83",-4952,200901,89,2,26,10261,130
"84",-4952,200901,89,2,27,10261,150
"85",-4952,200901,89,2,28,10261,140
"86",-4952,200901,89,2,29,10261,300
"87",-4952,200901,89,2,30,10261,260
"88",-4952,200901,89,2,31,10261,270
"89",-4952,200901,89,2,32,10261,400
"90",-4952,200901,89,2,33,10261,290
"91",-4953,200901,89,3,3,471,970
"92",-4953,200901,89,3,33,10220,350
"93",-4953,200901,89,3,34,10220,550
"94",-4953,200901,89,3,35,10220,570
"95",-4953,200901,89,3,36,10220,530
"96",-4953,200901,89,3,37,10220,550
"97",-4953,200901,89,3,38,10220,490
"98",-4953,200901,89,3,39,10220,410
"99",-4953,200901,89,3,22,21720,150
"100",-4953,200901,89,3,23,21720,160
"101",-4953,200901,89,3,24,21720,140
"102",-4953,200901,89,3,25,21720,160
"103",-4953,200901,89,3,26,21720,150
"104",-4953,200901,89,3,27,21720,170
"105",-4953,200901,89,3,28,21720,140
"106",-4953,200901,89,3,29,21720,110
"107",-4953,200901,89,3,30,21720,120
"108",-4954,200901,89,4,34,10210,200
"109",-4954,200901,89,4,35,10210,160
"110",-4954,200901,89,4,40,10220,540
"111",-4954,200901,89,4,41,10220,470
"112",-4954,200901,89,4,42,10220,500
"113",-4954,200901,89,4,43,10220,590
"114",-4954,200901,89,4,44,10220,360
"115",-4954,200901,89,4,45,10220,390
"116",-4954,200901,89,4,46,10220,400
"117",-4954,200901,89,4,1,10210,350
"118",-4954,200901,89,4,2,10210,320
"119",-4954,200901,89,4,3,10210,310
"120",-4954,200901,89,4,4,10210,240
"121",-4954,200901,89,4,5,10210,340
"122",-4954,200901,89,4,6,10210,330
"123",-4954,200901,89,4,7,10210,360
"124",-4954,200901,89,4,8,10210,300
"125",-4954,200901,89,4,9,10210,170
"126",-4954,200901,89,4,10,10210,200
"127",-4954,200901,89,4,11,10210,150
"128",-4954,200901,89,4,12,10210,290
"129",-4954,200901,89,4,13,10210,160
"130",-4954,200901,89,4,14,10210,190
"131",-4954,200901,89,4,15,10210,180
"132",-4954,200901,89,4,16,10210,270
"133",-4954,200901,89,4,17,10210,280
"134",-4954,200901,89,4,18,10210,230
"135",-4954,200901,89,4,19,10210,250
"136",-4954,200901,89,4,20,10210,190
"137",-4954,200901,89,4,21,10210,320
"138",-4954,200901,89,4,22,10210,270
"139",-4954,200901,89,4,23,10210,280
"140",-4954,200901,89,4,24,10210,310
"141",-4954,200901,89,4,25,10210,330
"142",-4954,200901,89,4,26,10210,180
"143",-4954,200901,89,4,27,10210,260
"144",-4954,200901,89,4,28,10210,290
"145",-4954,200901,89,4,29,10210,350
"146",-4954,200901,89,4,30,10210,300
"147",-4954,200901,89,4,31,10210,170
"148",-4954,200901,89,4,32,10210,150
"149",-4954,200901,89,4,33,10210,210
"150",-4955,200901,89,5,37,10261,330
"151",-4955,200901,89,5,38,10261,240
"152",-4955,200901,89,5,39,10261,130
"153",-4955,200901,89,5,40,10261,380
"154",-4955,200901,89,5,41,10261,160
"155",-4955,200901,89,5,42,10261,210
"156",-4955,200901,89,5,36,10210,260
"157",-4955,200901,89,5,37,10210,250
"158",-4955,200901,89,5,38,10210,370
"159",-4955,200901,89,5,39,10210,210
"160",-4955,200901,89,5,40,10210,230
"161",-4955,200901,89,5,41,10210,120
"162",-4955,200901,89,5,42,10210,220
"163",-4955,200901,89,5,43,10210,240
"164",-4955,200901,89,5,47,10220,470
"165",-4955,200901,89,5,48,10220,400
"166",-4955,200901,89,5,49,10220,280
"167",-4955,200901,89,5,50,10220,510
"168",-4955,200901,89,5,51,10220,590
"169",-4955,200901,89,5,52,10220,480
"170",-4955,200901,89,5,53,10220,540
"171",-4955,200901,89,5,54,10220,520
"172",-4955,200901,89,5,55,10220,520
"173",-4955,200901,89,5,56,10220,460
"174",-4956,200901,89,6,1,10285,250
"175",-4956,200901,89,6,2,10285,240
"176",-4956,200901,89,6,25,10285,280
"177",-4956,200901,89,6,4,471,760
"178",-4956,200901,89,6,57,10220,560
"179",-4956,200901,89,6,58,10220,540
"180",-4956,200901,89,6,59,10220,460
"181",-4956,200901,89,6,60,10220,360
"182",-4956,200901,89,6,61,10220,350
"183",-4956,200901,89,6,62,10220,350
"184",-4956,200901,89,6,63,10220,320
"185",-4956,200901,89,6,64,10220,460
"186",-4956,200901,89,6,65,10220,270
"187",-4956,200901,89,6,66,10220,500
"188",-4956,200901,89,6,67,10220,280
"189",-4956,200901,89,6,68,10220,570
"190",-4956,200901,89,6,3,10285,370
"191",-4956,200901,89,6,4,10285,220
"192",-4956,200901,89,6,5,10285,280
"193",-4956,200901,89,6,6,10285,390
"194",-4956,200901,89,6,7,10285,270
"195",-4956,200901,89,6,8,10285,210
"196",-4956,200901,89,6,9,10285,260
"197",-4956,200901,89,6,10,10285,170
"198",-4956,200901,89,6,11,10285,230
"199",-4956,200901,89,6,12,10285,410
"200",-4956,200901,89,6,13,10285,460
"201",-4956,200901,89,6,14,10285,210
"202",-4956,200901,89,6,15,10285,230
"203",-4956,200901,89,6,16,10285,200
"204",-4956,200901,89,6,17,10285,260
"205",-4956,200901,89,6,18,10285,220
"206",-4956,200901,89,6,19,10285,240
"207",-4956,200901,89,6,20,10285,190
"208",-4956,200901,89,6,21,10285,310
"209",-4956,200901,89,6,22,10285,270
"210",-4956,200901,89,6,23,10285,290
"211",-4956,200901,89,6,24,10285,320
"212",-4957,200901,89,7,26,10285,350
"213",-4957,200901,89,7,27,10285,330
"214",-4957,200901,89,7,28,10285,370
"215",-4957,200901,89,7,29,10285,360
"216",-4957,200901,89,7,30,10285,340
"217",-4957,200901,89,7,31,10285,380
"218",-4957,200901,89,7,32,10285,390
"219",-4957,200901,89,7,33,10285,250
"220",-4957,200901,89,7,34,10285,400
"221",-4957,200901,89,7,35,10285,510
"222",-4957,200901,89,7,36,10285,430
"223",-4957,200901,89,7,37,10285,350
"224",-4957,200901,89,7,38,10285,340
"225",-4957,200901,89,7,39,10285,360
"226",-4957,200901,89,7,40,10285,290
"227",-4957,200901,89,7,69,10220,410
"228",-4957,200901,89,7,70,10220,340
"229",-4957,200901,89,7,71,10220,300
"230",-4957,200901,89,7,72,10220,540
"231",-4957,200901,89,7,73,10220,570
"232",-4957,200901,89,7,74,10220,420
"233",-4957,200901,89,7,75,10220,580
"234",-4957,200901,89,7,76,10220,620
"235",-4957,200901,89,7,77,10220,490
"236",-4957,200901,89,7,78,10220,460
"237",-4957,200901,89,7,79,10220,430
"238",-4957,200901,89,7,31,21720,140
"239",-4957,200901,89,7,32,21720,400
"240",-4957,200901,89,7,33,21720,140
"241",-4957,200901,89,7,34,21720,130
"242",-4957,200901,89,7,35,21720,100
"243",-4957,200901,89,7,36,21720,110
"244",-4958,200901,89,8,37,21720,680
"245",-4958,200901,89,8,38,21720,450
"246",-4958,200901,89,8,39,21720,320
"247",-4958,200901,89,8,40,21720,190
"248",-4958,200901,89,8,41,21720,170
"249",-4958,200901,89,8,44,10210,210
"250",-4958,200901,89,8,45,10210,150
"251",-4958,200901,89,8,46,10210,220
"252",-4958,200901,89,8,47,10210,200
"253",-4958,200901,89,8,48,10210,290
"254",-4958,200901,89,8,49,10210,260
"255",-4958,200901,89,8,50,10210,180
"256",-4958,200901,89,8,51,10210,310
"257",-4958,200901,89,8,52,10210,240
"258",-4958,200901,89,8,53,10210,300
"259",-4958,200901,89,8,54,10210,320
"260",-4958,200901,89,8,55,10210,300
"261",-4958,200901,89,8,56,10210,230
"262",-4958,200901,89,8,57,10210,270
"263",-4958,200901,89,8,58,10210,250
"264",-4958,200901,89,8,59,10210,330
"265",-4958,200901,89,8,60,10210,160
"266",-4958,200901,89,8,61,10210,350
"267",-4958,200901,89,8,62,10210,280
"268",-4958,200901,89,8,63,10210,360
"269",-4959,200901,89,9,80,10220,370
"270",-4959,200901,89,9,81,10220,270
"271",-4959,200901,89,9,82,10220,490
"272",-4959,200901,89,9,83,10220,490
"273",-4959,200901,89,9,84,10220,520
"274",-4959,200901,89,9,85,10220,390
"275",-4959,200901,89,9,86,10220,560
"276",-4959,200901,89,9,87,10220,480
"277",-4959,200901,89,9,88,10220,560
"278",-4959,200901,89,9,89,10220,360
"279",-4959,200901,89,9,90,10220,510
"280",-4959,200901,89,9,91,10220,380
"281",-4959,200901,89,9,92,10220,370
"282",-4959,200901,89,9,5,471,1060
"283",-4959,200901,89,9,64,10210,250
"284",-4959,200901,89,9,65,10210,230
"285",-4959,200901,89,9,66,10210,320
"286",-4959,200901,89,9,67,10210,200
"287",-4959,200901,89,9,68,10210,270
"288",-4959,200901,89,9,69,10210,220
"289",-4959,200901,89,9,70,10210,190
"290",-4959,200901,89,9,71,10210,340
"291",-4959,200901,89,9,72,10210,310
"292",-4959,200901,89,9,73,10210,240
"293",-4959,200901,89,9,74,10210,370
"294",-4959,200901,89,9,75,10210,330
"295",-4959,200901,89,9,76,10210,300
"296",-4959,200901,89,9,77,10210,260
"297",-4959,200901,89,9,78,10210,280
"298",-4959,200901,89,9,79,10210,210
"299",-4959,200901,89,9,42,21720,330
"300",-4959,200901,89,9,43,21720,340
"301",-4959,200901,89,9,44,21720,260
"302",-4959,200901,89,9,45,21720,480
"303",-4959,200901,89,9,46,21720,330
"304",-4959,200901,89,9,47,21720,290
"305",-4959,200901,89,9,48,21720,280
"306",-4959,200901,89,9,49,21720,310
"307",-4960,200901,89,10,6,471,790
"308",-4960,200901,89,10,93,10220,400
"309",-4960,200901,89,10,94,10220,610
"310",-4960,200901,89,10,95,10220,350
"311",-4960,200901,89,10,96,10220,450
"312",-4960,200901,89,10,97,10220,440
"313",-4960,200901,89,10,50,21720,300
"314",-4960,200901,89,10,51,21720,340
"315",-4960,200901,89,10,52,21720,270
"316",-4960,200901,89,10,53,21720,620
"317",-4960,200901,89,10,54,21720,270
"318",-4960,200901,89,10,55,21720,340
"319",-4960,200901,89,10,56,21720,310
"320",-4960,200901,89,10,57,21720,180
"321",-4960,200901,89,10,58,21720,190
"322",-4961,200901,89,12,59,21720,590
"323",-4961,200901,89,12,60,21720,570
"324",-4961,200901,89,12,61,21720,650
"325",-4961,200901,89,12,62,21720,560
"326",-4961,200901,89,12,63,21720,510
"327",-4961,200901,89,12,64,21720,460
"328",-4961,200901,89,12,65,21720,520
"329",-4961,200901,89,12,66,21720,490
"330",-4961,200901,89,12,67,21720,470
"331",-4961,200901,89,12,68,21720,480
"332",-4961,200901,89,12,69,21720,530
"333",-4961,200901,89,12,70,21720,420
"334",-4961,200901,89,12,71,21720,580
"335",-4961,200901,89,12,72,21720,500
"336",-4961,200901,89,12,73,21720,440
"337",-4961,200901,89,12,74,21720,600
"338",-4961,200901,89,12,75,21720,610
"339",-4961,200901,89,12,76,21720,450
"340",-4961,200901,89,12,77,21720,400
"341",-4961,200901,89,12,78,21720,550
"342",-4961,200901,89,12,79,21720,560
"343",-4961,200901,89,12,80,21720,590
"344",-4961,200901,89,12,81,21720,440
"345",-4961,200901,89,12,82,21720,540
"346",-4961,200901,89,12,83,21720,490
"347",-4961,200901,89,12,84,21720,470
"348",-4961,200901,89,12,85,21720,580
"349",-4961,200901,89,12,86,21720,500
"350",-4961,200901,89,12,87,21720,460
"351",-4961,200901,89,12,88,21720,510
"352",-4961,200901,89,12,89,21720,520
"353",-4961,200901,89,12,90,21720,670
"354",-4961,200901,89,12,91,21720,690
"355",-4961,200901,89,12,92,21720,600
"356",-4961,200901,89,12,93,21720,640
"357",-4961,200901,89,12,94,21720,550
"358",-4961,200901,89,12,95,21720,650
"359",-4961,200901,89,12,41,10285,290
"360",-4961,200901,89,12,42,10285,270
"361",-4961,200901,89,12,43,10285,520
"362",-4961,200901,89,12,44,10285,560
"363",-4961,200901,89,12,45,10285,340
"364",-4961,200901,89,12,46,10285,500
"365",-4961,200901,89,12,98,10220,350
"366",-4961,200901,89,12,99,10220,340
"367",-4961,200901,89,12,100,10220,420
"368",-4961,200901,89,12,101,10220,510
"369",-4961,200901,89,12,102,10220,450
"370",-4961,200901,89,12,103,10220,600
"371",-4961,200901,89,12,104,10220,580
"372",-4961,200901,89,12,105,10220,440
"373",-4961,200901,89,12,1,21740,780
"374",-4961,200901,89,12,2,21740,630
"375",-4961,200901,89,12,3,21740,760
"376",-4961,200901,89,12,4,21740,640
"377",-4961,200901,89,12,5,21740,670
"378",-4961,200901,89,12,6,21740,680
"379",-4961,200901,89,12,7,471,880
"380",-4961,200901,89,12,8,471,790
"381",-4962,200901,89,13,106,10220,550
"382",-4962,200901,89,13,107,10220,470
"383",-4962,200901,89,13,108,10220,450
"384",-4962,200901,89,13,109,10220,480
"385",-4962,200901,89,13,110,10220,510
"386",-4962,200901,89,13,111,10220,460
"387",-4962,200901,89,13,112,10220,530
"388",-4962,200901,89,13,113,10220,540
"389",-4962,200901,89,13,114,10220,490
"390",-4962,200901,89,13,115,10220,430
"391",-4962,200901,89,13,116,10220,520
"392",-4962,200901,89,13,117,10220,570
"393",-4962,200901,89,13,118,10220,440
"394",-4962,200901,89,13,119,10220,410
"395",-4962,200901,89,13,120,10220,380
"396",-4962,200901,89,13,121,10220,500
"397",-4962,200901,89,13,122,10220,410
"398",-4962,200901,89,13,123,10220,370
"399",-4962,200901,89,13,124,10220,400
"400",-4962,200901,89,13,125,10220,390
"401",-4962,200901,89,13,47,10285,310
"402",-4962,200901,89,13,48,10285,370
"403",-4962,200901,89,13,49,10285,320
"404",-4962,200901,89,13,50,10285,450
"405",-4962,200901,89,13,51,10285,290
"406",-4962,200901,89,13,96,21720,200
"407",-4962,200901,89,13,97,21720,280
"408",-4962,200901,89,13,98,21720,300
"409",-4962,200901,89,13,99,21720,180
"410",-4962,200901,89,13,100,21720,170
"411",-4963,200901,89,14,58,10285,350
"412",-4963,200901,89,14,59,10285,380
"413",-4963,200901,89,14,60,10285,440
"414",-4963,200901,89,14,61,10285,360
"415",-4963,200901,89,14,62,10285,420
"416",-4963,200901,89,14,9,471,900
"417",-4963,200901,89,14,10,471,1000
"418",-4963,200901,89,14,7,21740,740
"419",-4963,200901,89,14,8,21740,730
"420",-4963,200901,89,14,9,21740,800
"421",-4963,200901,89,14,10,21740,700
"422",-4963,200901,89,14,11,21740,710
"423",-4963,200901,89,14,12,21740,730
"424",-4963,200901,89,14,101,21720,390
"425",-4963,200901,89,14,102,21720,430
"426",-4963,200901,89,14,103,21720,380
"427",-4963,200901,89,14,104,21720,360
"428",-4963,200901,89,14,105,21720,320
"429",-4963,200901,89,14,106,21720,290
"430",-4963,200901,89,14,107,21720,350
"431",-4963,200901,89,14,108,21720,570
"432",-4963,200901,89,14,109,21720,350
"433",-4963,200901,89,14,110,21720,430
"434",-4963,200901,89,14,111,21720,340
"435",-4963,200901,89,14,112,21720,390
"436",-4963,200901,89,14,80,10210,290
"437",-4963,200901,89,14,81,10210,220
"438",-4963,200901,89,14,82,10210,390
"439",-4963,200901,89,14,83,10210,360
"440",-4963,200901,89,14,84,10210,350
"441",-4963,200901,89,14,52,10285,430
"442",-4963,200901,89,14,53,10285,410
"443",-4963,200901,89,14,54,10285,400
"444",-4963,200901,89,14,55,10285,550
"445",-4963,200901,89,14,56,10285,390
"446",-4963,200901,89,14,57,10285,340
"447",-4964,200901,89,15,43,10261,220
"448",-4964,200901,89,15,44,10261,240
"449",-4964,200901,89,15,45,10261,190
"450",-4964,200901,89,15,46,10261,150
"451",-4964,200901,89,15,47,10261,180
"452",-4964,200901,89,15,48,10261,270
"453",-4964,200901,89,15,49,10261,160
"454",-4964,200901,89,15,50,10261,310
"455",-4964,200901,89,15,51,10261,300
"456",-4964,200901,89,15,52,10261,250
"457",-4964,200901,89,15,53,10261,170
"458",-4964,200901,89,15,54,10261,280
"459",-4964,200901,89,15,55,10261,320
"460",-4964,200901,89,15,56,10261,230
"461",-4964,200901,89,15,57,10261,170
"462",-4964,200901,89,15,58,10261,200
"463",-4964,200901,89,15,59,10261,290
"464",-4964,200901,89,15,60,10261,210
"465",-4964,200901,89,15,61,10261,260
"466",-4964,200901,89,15,62,10261,370
"467",-4964,200901,89,15,63,10261,240
"468",-4964,200901,89,15,64,10261,330
"469",-4964,200901,89,15,65,10261,190
"470",-4964,200901,89,15,66,10261,340
"471",-4964,200901,89,15,67,10261,210
"472",-4964,200901,89,15,68,10261,290
"473",-4964,200901,89,15,69,10261,260
"474",-4964,200901,89,15,70,10261,250
"475",-4964,200901,89,15,71,10261,230
"476",-4964,200901,89,15,72,10261,300
"477",-4964,200901,89,15,73,10261,220
"478",-4964,200901,89,15,74,10261,180
"479",-4964,200901,89,15,75,10261,280
"480",-4964,200901,89,15,76,10261,160
"481",-4964,200901,89,15,77,10261,200
"482",-4964,200901,89,15,113,21720,470
"483",-4964,200901,89,15,114,21720,410
"484",-4964,200901,89,15,115,21720,420
"485",-4964,200901,89,15,116,21720,180
"486",-4964,200901,89,15,11,471,670
"487",-4964,200901,89,15,12,471,650
"488",-4965,200901,89,16,63,10285,330
"489",-4965,200901,89,16,64,10285,380
"490",-4965,200901,89,16,65,10285,280
"491",-4965,200901,89,16,66,10285,500
"492",-4965,200901,89,16,67,10285,400
"493",-4965,200901,89,16,68,10285,320
"494",-4965,200901,89,16,69,10285,300
"495",-4965,200901,89,16,70,10285,480
"496",-4965,200901,89,16,71,10285,310
"497",-4965,200901,89,16,72,10285,460
"498",-4965,200901,89,16,73,10285,260
"499",-4965,200901,89,16,74,10285,350
"500",-4965,200901,89,16,75,10285,490
"501",-4965,200901,89,16,76,10285,530
"502",-4965,200901,89,16,77,10285,320
"503",-4965,200901,89,16,78,10285,400
"504",-4965,200901,89,16,79,10285,300
"505",-4965,200901,89,16,80,10285,420
"506",-4965,200901,89,16,81,10285,280
"507",-4965,200901,89,16,82,10285,250
"508",-4965,200901,89,16,83,10285,330
"509",-4965,200901,89,16,84,10285,410
"510",-4965,200901,89,16,117,21720,910
"511",-4965,200901,89,16,118,21720,620
"512",-4965,200901,89,16,119,21720,720
"513",-4965,200901,89,16,120,21720,640
"514",-4965,200901,89,16,121,21720,630
"515",-4965,200901,89,16,13,21740,780
"516",-4965,200901,89,16,14,21740,730
"517",-4965,200901,89,16,15,21740,710
"518",-4965,200901,89,16,16,21740,720
"519",-4965,200901,89,16,17,21740,140
"520",-4965,200901,89,16,18,21740,170
"521",-4965,200901,89,16,126,10220,560
"522",-4965,200901,89,16,13,471,770
"523",-4965,200901,89,16,14,471,900
"524",-4966,200901,89,17,88,10285,360
"525",-4966,200901,89,17,89,10285,250
"526",-4966,200901,89,17,90,10285,300
"527",-4966,200901,89,17,91,10285,270
"528",-4966,200901,89,17,92,10285,230
"529",-4966,200901,89,17,93,10285,370
"530",-4966,200901,89,17,94,10285,380
"531",-4966,200901,89,17,95,10285,300
"532",-4966,200901,89,17,96,10285,330
"533",-4966,200901,89,17,97,10285,450
"534",-4966,200901,89,17,98,10285,360
"535",-4966,200901,89,17,99,10285,240
"536",-4966,200901,89,17,100,10285,270
"537",-4966,200901,89,17,101,10285,510
"538",-4966,200901,89,17,102,10285,470
"539",-4966,200901,89,17,103,10285,480
"540",-4966,200901,89,17,104,10285,390
"541",-4966,200901,89,17,122,21720,370
"542",-4966,200901,89,17,127,10220,470
"543",-4966,200901,89,17,85,10285,390
"544",-4966,200901,89,17,86,10285,330
"545",-4966,200901,89,17,87,10285,310
"546",-4967,200901,89,18,105,10285,230
"547",-4967,200901,89,18,106,10285,310
"548",-4967,200901,89,18,107,10285,380
"549",-4967,200901,89,18,108,10285,440
"550",-4967,200901,89,18,109,10285,250
"551",-4967,200901,89,18,110,10285,370
"552",-4967,200901,89,18,111,10285,470
"553",-4967,200901,89,18,112,10285,440
"554",-4967,200901,89,18,113,10285,220
"555",-4967,200901,89,18,15,471,770
"556",-4967,200901,89,18,16,471,770
"557",-4967,200901,89,18,128,10220,600
"558",-4968,200901,89,19,129,10220,340
"559",-4968,200901,89,19,130,10220,370
"560",-4968,200901,89,19,131,10220,410
"561",-4968,200901,89,19,132,10220,400
"562",-4968,200901,89,19,133,10220,440
"563",-4968,200901,89,19,134,10220,390
"564",-4968,200901,89,19,114,10285,240
"565",-4968,200901,89,19,115,10285,350
"566",-4968,200901,89,19,116,10285,300
"567",-4968,200901,89,19,117,10285,410
"568",-4968,200901,89,19,118,10285,290
"569",-4968,200901,89,19,119,10285,260
"570",-4968,200901,89,19,120,10285,280
"571",-4968,200901,89,19,121,10285,320
"572",-4968,200901,89,19,122,10285,240
"573",-4968,200901,89,19,123,10285,260
"574",-4968,200901,89,19,124,10285,410
"575",-4968,200901,89,19,125,10285,230
"576",-4968,200901,89,19,126,10285,310
"577",-4968,200901,89,19,127,10285,350
"578",-4968,200901,89,19,128,10285,210
"579",-4968,200901,89,19,129,10285,280
"580",-4968,200901,89,19,130,10285,290
"581",-4968,200901,89,19,131,10285,370
"582",-4968,200901,89,19,132,10285,250
"583",-4968,200901,89,19,133,10285,300
"584",-4968,200901,89,19,134,10285,400
"585",-4968,200901,89,19,135,10285,270
"586",-4968,200901,89,19,136,10285,320
"587",-4968,200901,89,19,137,10285,480
"588",-4968,200901,89,19,138,10285,450
"589",-4968,200901,89,19,17,471,810
"590",-4968,200901,89,19,18,471,980
"591",-4969,200901,89,20,135,10220,350
"592",-4969,200901,89,20,78,10261,280
"593",-4969,200901,89,20,79,10261,220
"594",-4969,200901,89,20,80,10261,380
"595",-4969,200901,89,20,81,10261,390
"596",-4969,200901,89,20,82,10261,230
"597",-4969,200901,89,20,83,10261,390
"598",-4969,200901,89,20,84,10261,380
"599",-4969,200901,89,20,85,10261,350
"600",-4969,200901,89,20,86,10261,310
"601",-4969,200901,89,20,87,10261,320
"602",-4969,200901,89,20,85,10210,370
"603",-4969,200901,89,20,86,10210,310
"604",-4969,200901,89,20,87,10210,190
"605",-4969,200901,89,20,88,10210,200
"606",-4969,200901,89,20,89,10210,350
"607",-4969,200901,89,20,90,10210,300
"608",-4969,200901,89,20,91,10210,360
"609",-4969,200901,89,20,92,10210,180
"610",-4969,200901,89,20,93,10210,200
"611",-4969,200901,89,20,94,10210,220
"612",-4969,200901,89,20,95,10210,170
"613",-4969,200901,89,20,96,10210,260
"614",-4969,200901,89,20,97,10210,250
"615",-4969,200901,89,20,98,10210,320
"616",-4969,200901,89,20,99,10210,330
"617",-4969,200901,89,20,100,10210,240
"618",-4969,200901,89,20,101,10210,270
"619",-4969,200901,89,20,102,10210,160
"620",-4969,200901,89,20,103,10210,340
"621",-4969,200901,89,20,104,10210,120
"622",-4969,200901,89,20,105,10210,150
"623",-4970,200901,89,21,19,471,810
"624",-4970,200901,89,21,139,10285,400
"625",-4970,200901,89,21,140,10285,260
"626",-4970,200901,89,21,141,10285,410
"627",-4970,200901,89,21,142,10285,430
"628",-4970,200901,89,21,143,10285,470
"629",-4970,200901,89,21,144,10285,360
"630",-4970,200901,89,21,145,10285,340
"631",-4970,200901,89,21,146,10285,440
"632",-4970,200901,89,21,147,10285,460
"633",-4970,200901,89,21,124,21720,520
"634",-4970,200901,89,21,125,21720,320
"635",-4970,200901,89,21,126,21720,260
"636",-4970,200901,89,21,127,21720,300
"637",-4970,200901,89,21,128,21720,250
"638",-4970,200901,89,21,129,21720,260
"639",-4970,200901,89,21,130,21720,280
"640",-4970,200901,89,21,131,21720,310
"641",-4970,200901,89,21,136,10220,310
"642",-4970,200901,89,21,137,10220,470
"643",-4970,200901,89,21,138,10220,320
"644",-4971,200901,89,22,117,10210,170
"645",-4971,200901,89,22,118,10210,240
"646",-4971,200901,89,22,119,10210,370
"647",-4971,200901,89,22,120,10210,210
"648",-4971,200901,89,22,121,10210,280
"649",-4971,200901,89,22,122,10210,250
"650",-4971,200901,89,22,123,10210,220
"651",-4971,200901,89,22,124,10210,180
"652",-4971,200901,89,22,125,10210,350
"653",-4971,200901,89,22,126,10210,340
"654",-4971,200901,89,22,127,10210,260
"655",-4971,200901,89,22,128,10210,230
"656",-4971,200901,89,22,88,10261,220
"657",-4971,200901,89,22,89,10261,250
"658",-4971,200901,89,22,90,10261,270
"659",-4971,200901,89,22,91,10261,200
"660",-4971,200901,89,22,92,10261,150
"661",-4971,200901,89,22,93,10261,140
"662",-4971,200901,89,22,94,10261,260
"663",-4971,200901,89,22,95,10261,170
"664",-4971,200901,89,22,96,10261,320
