"","survey","ship","data_set_id","analysis_id","specimen_id","event_id","class","species_code","sample_correction","length_key","partition","primary_length","ts_length","catch_sampling_expansion","user_defined_expansion","sample_correction_scalar","sigma_bs_re_75m","ts_relationship","external","haul_weight","is_depth_dependent_ts","scientific_name","common_name","w"
"18",201801,157,1,5,2755,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",41.8,41.8,1.1863238802,1,1.00000000653,0.000438886844859,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.1863238879467
"19",201801,157,1,5,2756,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",46.5,46.5,1.1863238802,1,1.00000000035,0.000543132643653,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388061521
"20",201801,157,1,5,2757,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.8,45.8,1.1863238802,1,1.00000000054,0.000526903345419,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388084061
"21",201801,157,1,5,2758,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",49.3,49.3,1.1863238802,1,1.00000000006,0.000610511485292,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388027118
"22",201801,157,1,5,2759,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",46.2,46.2,1.1863238802,1,1.00000000042,0.000536147087487,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388069826
"23",201801,157,1,5,2760,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",42.2,42.2,1.1863238802,1,1.00000000509,0.000447326783269,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388623839
"24",201801,157,1,5,2761,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",39.7,39.7,1.1863238802,1,1.00000002411,0.000395895908584,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632390880227
"25",201801,157,1,5,2762,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",43.5,43.5,1.1863238802,1,1.00000000226,0.000475311710002,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388288109
"26",201801,157,1,5,2763,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",46.8,46.8,1.1863238802,1,1.00000000029,0.000550163413775,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388054403
"27",201801,157,1,5,2764,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.2,44.2,1.1863238802,1,1.00000000146,0.000490732180805,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388193203
"28",201801,157,1,5,2765,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",48.5,48.5,1.1863238802,1,1.0000000001,0.000590858485852,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388031863
"29",201801,157,1,5,2766,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.1,45.1,1.1863238802,1,1.00000000084,0.000510920212055,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388119651
"30",201801,157,1,5,2767,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.3,47.3,1.1863238802,1,1.00000000021,0.000561981839435,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388044913
"31",201801,157,1,5,2768,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.4,44.4,1.1863238802,1,1.00000000129,0.000495183243562,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388173036
"32",201801,157,1,5,2769,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",42.4,42.4,1.1863238802,1,1.00000000449,0.000451576895111,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388552659
"33",201801,157,1,5,2770,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",49,49,1.1863238802,1,1.00000000007,0.000603103932205,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388028304
"34",201801,157,1,5,2771,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",40.1,40.1,1.1863238802,1,1.0000000188,0.000403913850073,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632390250289
"35",201801,157,1,5,2772,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",48.2,48.2,1.1863238802,1,1.00000000012,0.000583571503314,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388034236
"36",201801,157,1,5,2773,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",39.1,39.1,1.1863238802,1,1.00000003503,0.000384019709536,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632392175693
"37",201801,157,1,5,2774,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.6,44.6,1.1863238802,1,1.00000000114,0.00049965440141,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388155241
"38",201801,157,1,5,2775,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.7,45.7,1.1863238802,1,1.00000000058,0.000524604969334,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388088807
"39",201801,157,1,5,2776,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.8,44.8,1.1863238802,1,1.00000000101,0.00050414565435,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388139819
"40",201801,157,1,5,2777,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",46.2,46.2,1.1863238802,1,1.00000000042,0.000536147087487,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388069826
"41",201801,157,1,5,2778,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.7,47.7,1.1863238802,1,1.00000000017,0.000571527007875,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388040168
"42",201801,157,1,5,2779,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.6,47.6,1.1863238802,1,1.00000000018,0.000569133180106,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388041354
"43",201801,157,1,5,2780,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",41.3,41.3,1.1863238802,1,1.00000000891,0.000428449956736,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632389077015
"44",201801,157,1,5,2781,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",39.5,39.5,1.1863238802,1,1.00000002731,0.000391917080476,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632391259851
"45",201801,157,1,5,2782,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.4,44.4,1.1863238802,1,1.00000000129,0.000495183243562,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388173036
"46",201801,157,1,5,2783,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",41.7,41.7,1.1863238802,1,1.00000000694,0.000436789419689,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388843309
"47",201801,157,1,5,2784,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",39.7,39.7,1.1863238802,1,1.00000002411,0.000395895908584,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632390880227
"48",201801,157,1,5,2785,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",42.8,42.8,1.1863238802,1,1.0000000035,0.00046013740407,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388435213
"49",201801,157,1,5,2786,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",50.7,50.7,1.1863238802,1,1.00000000003,0.000645677895333,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388023559
"50",201801,157,1,5,2787,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.4,44.4,1.1863238802,1,1.00000000129,0.000495183243562,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388173036
"51",201801,157,1,5,2788,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",43.9,43.9,1.1863238802,1,1.00000000177,0.000484093264967,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388229979
"52",201801,157,1,5,2789,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.1,47.1,1.1863238802,1,1.00000000024,0.000557239397853,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388048472
"53",201801,157,1,5,2790,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.3,45.3,1.1863238802,1,1.00000000074,0.000515461702724,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388107788
"54",201801,157,1,5,2791,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.5,47.5,1.1863238802,1,1.00000000019,0.000566744376109,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.1863238804254
"55",201801,157,1,5,2792,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.9,44.9,1.1863238802,1,1.00000000095,0.000506398816479,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388132701
"56",201801,157,1,5,2793,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",43,43,1.1863238802,1,1.00000000309,0.000464447801186,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388386574
"57",201801,157,1,5,2794,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.5,45.5,1.1863238802,1,1.00000000065,0.000520023288483,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388097111
"58",201801,157,1,5,2795,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",48.8,48.8,1.1863238802,1,1.00000000008,0.000598190682345,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388029491
"59",201801,157,1,5,2796,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.1,47.1,1.1863238802,1,1.00000000024,0.000557239397853,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388048472
"60",201801,157,1,5,2797,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.8,44.8,1.1863238802,1,1.00000000101,0.00050414565435,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388139819
"61",201801,157,1,5,2798,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.3,47.3,1.1863238802,1,1.00000000021,0.000561981839435,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388044913
"62",201801,157,1,5,2799,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",52.7,52.7,1.1863238802,1,1.00000000001,0.000697623706737,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388021186
"63",201801,157,1,5,2801,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.6,44.6,1.1863238802,1,1.00000000114,0.00049965440141,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388155241
"64",201801,157,1,5,2803,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.6,44.6,1.1863238802,1,1.00000000114,0.00049965440141,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388155241
"65",201801,157,1,5,2834,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.7,45.7,1.1863238802,1,1.00000000058,0.000524604969334,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388088807
"66",201801,157,1,5,2835,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.1,44.1,1.1863238802,1,1.00000000156,0.000488514185086,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388205067
"67",201801,157,1,5,2841,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.2,44.2,1.1863238802,1,1.00000000146,0.000490732180805,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388193203
"68",201801,157,1,5,2842,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.2,45.2,1.1863238802,1,1.00000000079,0.000513188445503,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.1863238811372
"69",201801,157,1,5,2843,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.2,45.2,1.1863238802,1,1.00000000079,0.000513188445503,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.1863238811372
"70",201801,157,1,5,2844,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.8,44.8,1.1863238802,1,1.00000000101,0.00050414565435,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388139819
"71",201801,157,1,5,2845,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.1,45.1,1.1863238802,1,1.00000000084,0.000510920212055,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388119651
"72",201801,157,1,5,2846,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.3,44.3,1.1863238802,1,1.00000000138,0.000492955200297,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388183713
"73",201801,157,1,5,2847,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",39.9,39.9,1.1863238802,1,1.00000002129,0.000399894831783,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632390545684
"74",201801,157,1,5,2848,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.7,45.7,1.1863238802,1,1.00000000058,0.000524604969334,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388088807
"75",201801,157,1,5,2849,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",46.1,46.1,1.1863238802,1,1.00000000045,0.000533828616311,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388073385
"76",201801,157,1,5,2850,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",48.6,48.6,1.1863238802,1,1.00000000009,0.000593297527577,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388030677
"77",201801,157,1,5,2851,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",49.6,49.6,1.1863238802,1,1.00000000005,0.000617964252334,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388025932
"78",201801,157,1,5,2852,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.2,44.2,1.1863238802,1,1.00000000146,0.000490732180805,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388193203
"79",201801,157,1,5,2853,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.3,47.3,1.1863238802,1,1.00000000021,0.000561981839435,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388044913
"80",201801,157,1,5,2854,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",46.5,46.5,1.1863238802,1,1.00000000035,0.000543132643653,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388061521
"81",201801,157,1,5,2855,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.5,47.5,1.1863238802,1,1.00000000019,0.000566744376109,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.1863238804254
"82",201801,157,1,5,2856,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.6,47.6,1.1863238802,1,1.00000000018,0.000569133180106,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388041354
"83",201801,157,1,5,2857,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",41.9,41.9,1.1863238802,1,1.00000000613,0.000440989293802,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388747217
"84",201801,157,1,5,2858,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.8,47.8,1.1863238802,1,1.00000000016,0.000573925859417,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388038981
"85",201801,157,1,5,2859,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",48.6,48.6,1.1863238802,1,1.00000000009,0.000593297527577,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388030677
"86",201801,157,1,5,2860,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45.6,45.6,1.1863238802,1,1.00000000061,0.000522311617022,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388092366
"87",201801,157,1,5,2861,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.8,44.8,1.1863238802,1,1.00000000101,0.00050414565435,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388139819
"88",201801,157,1,5,2862,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",47.9,47.9,1.1863238802,1,1.00000000015,0.000576329734732,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388037795
"89",201801,157,1,5,2863,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",46.4,46.4,1.1863238802,1,1.00000000037,0.000540799101158,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388063894
"90",201801,157,1,5,2864,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",55.9,55.9,1.1863238802,1,1,0.000784916784005,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.1863238802
"91",201801,157,1,5,2865,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",49,49,1.1863238802,1,1.00000000007,0.000603103932205,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388028304
"92",201801,157,1,5,2866,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",42,42,1.1863238802,1,1.00000000576,0.000443096766518,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388703323
"93",201801,157,1,5,2867,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",48.1,48.1,1.1863238802,1,1.00000000013,0.00058115255668,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388035422
"94",201801,157,1,5,2868,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",42.6,42.6,1.1863238802,1,1.00000000397,0.000455847102045,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388490971
"95",201801,157,1,5,2869,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",42.8,42.8,1.1863238802,1,1.0000000035,0.00046013740407,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388435213
"96",201801,157,1,5,2870,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",46.5,46.5,1.1863238802,1,1.00000000035,0.000543132643653,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388061521
"97",201801,157,1,5,2871,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",43.9,43.9,1.1863238802,1,1.00000000177,0.000484093264967,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388229979
"98",201801,157,1,5,2872,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",44.7,44.7,1.1863238802,1,1.00000000107,0.000501897515993,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388146937
"99",201801,157,1,5,2873,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",49.2,49.2,1.1863238802,1,1.00000000007,0.000608037277157,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388028304
"100",201801,157,1,5,2874,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",45,45,1.1863238802,1,1.00000000089,0.000508657002381,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388125583
"101",201801,157,1,5,2875,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",51.7,51.7,1.1863238802,1,1.00000000001,0.000671399612392,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388021186
"102",201801,157,1,5,2876,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",49.9,49.9,1.1863238802,1,1.00000000004,0.000625462233332,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388024745
"103",201801,157,1,5,2877,8,"PK1_FILTERED",21740,"dyson_shelikof_pocket_net_2018_only",3,"Codend",41.6,41.6,1.1863238802,1,1.00000000739,0.000434697018291,"standard_pollock","N",1,0,"Gadus chalcogrammus","walleye pollock",1.18632388896693
