"","hauljoin","cruise","vessel","haul","specimenid","species_code","length"
"209",-23188,202401,162,31,34,10210,350
"210",-23188,202401,162,31,35,10210,310
"211",-23188,202401,162,31,36,10210,250
"212",-23188,202401,162,31,42,21720,550
"213",-23188,202401,162,31,43,21720,610
"214",-23188,202401,162,31,44,21720,580
"215",-23188,202401,162,31,45,21720,360
"216",-23188,202401,162,31,46,21720,180
"217",-23188,202401,162,31,36,21740,550
"218",-23188,202401,162,31,37,21740,590
"219",-23188,202401,162,31,38,21740,650
"220",-23188,202401,162,31,45,10261,300
"221",-23188,202401,162,31,46,10261,240
"222",-23188,202401,162,31,47,10261,290
"223",-23188,202401,162,31,48,10261,190
"224",-23191,202401,162,32,37,10210,300
"225",-23191,202401,162,32,38,10210,330
"226",-23191,202401,162,32,39,10210,210
"227",-23191,202401,162,32,47,21720,720
"228",-23191,202401,162,32,48,21720,420
"229",-23191,202401,162,32,49,21720,650
"230",-23191,202401,162,32,50,21720,500
"231",-23191,202401,162,32,51,21720,110
"232",-23191,202401,162,32,39,21740,620
"233",-23191,202401,162,32,40,21740,560
"234",-23191,202401,162,32,41,21740,630
"235",-23191,202401,162,32,49,10261,280
"236",-23191,202401,162,32,50,10261,210
"237",-23191,202401,162,32,51,10261,230
"238",-23191,202401,162,32,52,10261,160
"239",-23191,202401,162,32,42,21740,100
"240",-23194,202401,162,35,64,10261,290
"241",-23194,202401,162,35,61,10261,280
"242",-23194,202401,162,35,62,10261,310
"243",-23194,202401,162,35,63,10261,300
"244",-23194,202401,162,35,58,21720,790
"245",-23194,202401,162,35,59,21720,560
"246",-23194,202401,162,35,60,21720,560
"247",-23194,202401,162,35,61,21720,160
"248",-23194,202401,162,35,50,21740,500
"249",-23194,202401,162,35,51,21740,600
"250",-23194,202401,162,35,52,21740,640
"251",-23192,202401,162,33,44,21740,680
"252",-23192,202401,162,33,45,21740,600
"253",-23192,202401,162,33,46,21740,90
"254",-23192,202401,162,33,53,10261,360
"255",-23192,202401,162,33,54,10261,170
"256",-23192,202401,162,33,55,10261,200
"257",-23192,202401,162,33,56,10261,160
"258",-23192,202401,162,33,52,21720,270
"259",-23192,202401,162,33,53,21720,440
"260",-23192,202401,162,33,40,10210,180
"261",-23192,202401,162,33,41,10210,170
"262",-23192,202401,162,33,42,10210,310
"263",-23192,202401,162,33,43,21740,660
"264",-23193,202401,162,34,57,10261,410
"265",-23193,202401,162,34,58,10261,200
"266",-23193,202401,162,34,59,10261,340
"267",-23193,202401,162,34,60,10261,170
"268",-23193,202401,162,34,43,10210,340
"269",-23193,202401,162,34,44,10210,280
"270",-23193,202401,162,34,45,10210,370
"271",-23193,202401,162,34,54,21720,520
"272",-23193,202401,162,34,55,21720,750
"273",-23193,202401,162,34,56,21720,550
"274",-23193,202401,162,34,57,21720,580
"275",-23193,202401,162,34,47,21740,670
"276",-23193,202401,162,34,48,21740,550
"277",-23193,202401,162,34,49,21740,650
"278",-23197,202401,162,36,46,10210,350
"279",-23197,202401,162,36,47,10210,340
"280",-23197,202401,162,36,48,10210,350
"281",-23197,202401,162,36,65,10261,310
"282",-23197,202401,162,36,66,10261,250
"283",-23197,202401,162,36,67,10261,220
"284",-23197,202401,162,36,68,10261,300
"285",-23197,202401,162,36,62,21720,690
"286",-23197,202401,162,36,63,21720,750
"287",-23197,202401,162,36,64,21720,570
"288",-23197,202401,162,36,65,21720,850
"289",-23197,202401,162,36,53,21740,600
"290",-23197,202401,162,36,54,21740,570
"291",-23197,202401,162,36,55,21740,600
"292",-23197,202401,162,36,66,21720,130
"293",-23199,202401,162,37,22,10130,370
"294",-23199,202401,162,37,23,10130,410
"295",-23199,202401,162,37,24,10130,440
"296",-23199,202401,162,37,49,10210,320
"297",-23199,202401,162,37,50,10210,270
"298",-23199,202401,162,37,51,10210,260
"299",-23199,202401,162,37,69,10261,300
"300",-23199,202401,162,37,70,10261,220
"301",-23199,202401,162,37,71,10261,170
"302",-23199,202401,162,37,72,10261,180
"303",-23199,202401,162,37,56,21740,480
"304",-23199,202401,162,37,57,21740,500
"305",-23199,202401,162,37,58,21740,630
"306",-23199,202401,162,37,67,21720,780
"307",-23199,202401,162,37,68,21720,440
"308",-23199,202401,162,37,69,21720,310
"309",-23199,202401,162,37,70,21720,240
"310",-23199,202401,162,37,71,21720,150
"311",-23201,202401,162,38,76,21720,170
"312",-23201,202401,162,38,59,21740,600
"313",-23201,202401,162,38,53,10210,290
"314",-23201,202401,162,38,60,21740,560
"315",-23201,202401,162,38,61,21740,560
"316",-23201,202401,162,38,52,10210,340
"317",-23201,202401,162,38,54,10210,260
"318",-23201,202401,162,38,73,10261,330
"319",-23201,202401,162,38,74,10261,240
"320",-23201,202401,162,38,75,10261,220
"321",-23201,202401,162,38,76,10261,200
"322",-23201,202401,162,38,72,21720,590
"323",-23201,202401,162,38,73,21720,460
"324",-23201,202401,162,38,74,21720,580
"325",-23201,202401,162,38,75,21720,660
"326",-23203,202401,162,39,55,10210,390
"327",-23203,202401,162,39,56,10210,270
"328",-23203,202401,162,39,57,10210,240
"329",-23203,202401,162,39,62,21740,530
"330",-23203,202401,162,39,63,21740,520
"331",-23203,202401,162,39,64,21740,550
"332",-23203,202401,162,39,77,21720,480
"333",-23203,202401,162,39,78,21720,460
"334",-23203,202401,162,39,79,21720,390
"335",-23203,202401,162,39,80,21720,420
"336",-23203,202401,162,39,81,21720,200
"337",-23203,202401,162,39,25,10130,340
"338",-23203,202401,162,39,26,10130,330
"339",-23203,202401,162,39,27,10130,410
"340",-23203,202401,162,39,77,10261,320
"341",-23203,202401,162,39,78,10261,220
"342",-23203,202401,162,39,79,10261,320
"343",-23203,202401,162,39,80,10261,350
"344",-23213,202401,162,40,81,10261,340
"345",-23213,202401,162,40,82,10261,270
"346",-23213,202401,162,40,83,10261,230
"347",-23213,202401,162,40,84,10261,300
"348",-23213,202401,162,40,28,10130,410
"349",-23213,202401,162,40,29,10130,370
"350",-23213,202401,162,40,30,10130,390
"351",-23213,202401,162,40,58,10210,370
"352",-23213,202401,162,40,59,10210,280
"353",-23213,202401,162,40,60,10210,360
"354",-23213,202401,162,40,10,10110,560
"355",-23213,202401,162,40,11,10110,500
"356",-23213,202401,162,40,12,10110,470
"357",-23213,202401,162,40,82,21720,950
"358",-23213,202401,162,40,83,21720,420
"359",-23213,202401,162,40,84,21720,400
"360",-23213,202401,162,40,85,21720,420
"361",-23213,202401,162,40,86,21720,230
"362",-23213,202401,162,40,65,21740,520
"363",-23213,202401,162,40,66,21740,620
"364",-23213,202401,162,40,67,21740,520
"365",-23213,202401,162,40,68,21740,260
"366",-23214,202401,162,42,31,10130,320
"367",-23214,202401,162,42,32,10130,390
"368",-23214,202401,162,42,33,10130,330
"369",-23214,202401,162,42,85,10261,310
"370",-23214,202401,162,42,86,10261,350
"371",-23214,202401,162,42,87,10261,220
"372",-23214,202401,162,42,88,10261,270
"373",-23214,202401,162,42,61,10210,280
"374",-23214,202401,162,42,62,10210,360
"375",-23214,202401,162,42,63,10210,290
"376",-23214,202401,162,42,13,10110,490
"377",-23214,202401,162,42,14,10110,520
"378",-23214,202401,162,42,15,10110,400
"379",-23214,202401,162,42,87,21720,400
"380",-23214,202401,162,42,88,21720,390
"381",-23214,202401,162,42,89,21720,500
"382",-23214,202401,162,42,90,21720,400
"383",-23214,202401,162,42,91,21720,230
"384",-23214,202401,162,42,72,21740,420
"385",-23214,202401,162,42,69,21740,580
"386",-23214,202401,162,42,70,21740,490
"387",-23214,202401,162,42,71,21740,570
"388",-23214,202401,162,42,73,21740,590
"389",-23214,202401,162,42,74,21740,130
"390",-23214,202401,162,42,1,21740,600
"391",-23214,202401,162,42,2,21740,370
"392",-23214,202401,162,42,3,21740,560
"393",-23214,202401,162,42,4,21740,540
"394",-23214,202401,162,42,5,21740,360
"395",-23214,202401,162,42,6,21740,550
"396",-23214,202401,162,42,7,21740,530
"397",-23214,202401,162,42,8,21740,680
"398",-23214,202401,162,42,9,21740,530
"399",-23214,202401,162,42,10,21740,470
"400",-23214,202401,162,42,11,21740,590
"401",-23214,202401,162,42,12,21740,570
"402",-23214,202401,162,42,13,21740,560
"403",-23214,202401,162,42,14,21740,560
"404",-23214,202401,162,42,15,21740,530
"405",-23214,202401,162,42,16,21740,520
"406",-23214,202401,162,42,17,21740,540
"407",-23214,202401,162,42,18,21740,530
"408",-23214,202401,162,42,19,21740,510
"409",-23214,202401,162,42,20,21740,560
"410",-23214,202401,162,42,21,21740,320
"411",-23214,202401,162,42,22,21740,500
"412",-23214,202401,162,42,23,21740,370
"413",-23214,202401,162,42,24,21740,660
"414",-23214,202401,162,42,25,21740,570
"415",-23215,202401,162,43,64,10210,290
"416",-23215,202401,162,43,65,10210,340
"417",-23215,202401,162,43,66,10210,250
"418",-23215,202401,162,43,34,10130,350
"419",-23215,202401,162,43,35,10130,340
"420",-23215,202401,162,43,36,10130,320
"421",-23215,202401,162,43,89,10261,370
"422",-23215,202401,162,43,90,10261,310
"423",-23215,202401,162,43,91,10261,270
"424",-23215,202401,162,43,92,10261,220
"425",-23215,202401,162,43,16,10110,490
"426",-23215,202401,162,43,17,10110,320
"427",-23215,202401,162,43,18,10110,380
"428",-23215,202401,162,43,92,21720,470
"429",-23215,202401,162,43,93,21720,510
"430",-23215,202401,162,43,94,21720,620
"431",-23215,202401,162,43,95,21720,550
"432",-23215,202401,162,43,75,21740,480
"433",-23215,202401,162,43,76,21740,510
"434",-23215,202401,162,43,77,21740,560
"435",-23215,202401,162,43,78,21740,610
"436",-23215,202401,162,43,79,21740,150
"437",-23215,202401,162,43,1,10112,260
"438",-23215,202401,162,43,2,10112,240
"439",-23215,202401,162,43,3,10112,340
"440",-23215,202401,162,43,4,10112,280
"441",-23215,202401,162,43,5,10112,270
"442",-23215,202401,162,43,6,10112,270
"443",-23215,202401,162,43,7,10112,280
"444",-23215,202401,162,43,8,10112,280
"445",-23217,202401,162,44,97,21720,460
"446",-23217,202401,162,44,95,10261,270
"447",-23217,202401,162,44,96,10261,220
"448",-23217,202401,162,44,96,21720,710
"449",-23217,202401,162,44,98,21720,340
"450",-23217,202401,162,44,99,21720,400
"451",-23217,202401,162,44,100,21720,230
"452",-23217,202401,162,44,80,21740,550
"453",-23217,202401,162,44,81,21740,600
"454",-23217,202401,162,44,82,21740,440
"455",-23217,202401,162,44,83,21740,140
"456",-23217,202401,162,44,19,10110,190
"457",-23217,202401,162,44,20,10110,520
"458",-23217,202401,162,44,21,10110,460
"459",-23217,202401,162,44,37,10130,310
"460",-23217,202401,162,44,38,10130,340
"461",-23217,202401,162,44,39,10130,320
"462",-23217,202401,162,44,67,10210,280
"463",-23217,202401,162,44,68,10210,320
"464",-23217,202401,162,44,69,10210,320
"465",-23217,202401,162,44,93,10261,180
"466",-23217,202401,162,44,94,10261,280
"467",-23218,202401,162,45,26,21720,330
"468",-23218,202401,162,45,27,21720,480
"469",-23218,202401,162,45,28,21720,340
"470",-23218,202401,162,45,29,21720,560
"471",-23218,202401,162,45,30,21720,360
"472",-23218,202401,162,45,31,21720,490
"473",-23218,202401,162,45,32,21720,350
"474",-23218,202401,162,45,33,21720,310
"475",-23218,202401,162,45,34,21720,520
"476",-23218,202401,162,45,35,21720,320
"477",-23218,202401,162,45,36,21720,350
"478",-23218,202401,162,45,37,21720,580
"479",-23218,202401,162,45,38,21720,490
"480",-23218,202401,162,45,39,21720,360
"481",-23218,202401,162,45,40,21720,410
"482",-23218,202401,162,45,41,21720,440
"483",-23218,202401,162,45,42,21720,550
"484",-23218,202401,162,45,43,21720,330
"485",-23218,202401,162,45,44,21720,210
"486",-23218,202401,162,45,45,21720,310
"487",-23218,202401,162,45,46,21720,180
"488",-23218,202401,162,45,47,21720,340
"489",-23218,202401,162,45,48,21720,250
"490",-23218,202401,162,45,49,21720,440
"491",-23218,202401,162,45,50,21720,230
"492",-23242,202401,162,50,116,10261,240
"493",-23242,202401,162,50,113,10261,300
"494",-23242,202401,162,50,114,10261,320
"495",-23242,202401,162,50,115,10261,160
"496",-23242,202401,162,50,82,10210,290
"497",-23242,202401,162,50,83,10210,300
"498",-23242,202401,162,50,84,10210,210
"499",-23242,202401,162,50,98,21740,560
"500",-23242,202401,162,50,99,21740,540
"501",-23242,202401,162,50,100,21740,560
"502",-23242,202401,162,50,114,21720,570
"503",-23242,202401,162,50,115,21720,580
"504",-23242,202401,162,50,116,21720,400
"505",-23242,202401,162,50,117,21720,220
"506",-23229,202401,162,46,40,10130,470
"507",-23229,202401,162,46,41,10130,400
"508",-23229,202401,162,46,42,10130,440
"509",-23229,202401,162,46,70,10210,280
"510",-23229,202401,162,46,71,10210,280
"511",-23229,202401,162,46,72,10210,330
"512",-23229,202401,162,46,97,10261,310
"513",-23229,202401,162,46,98,10261,290
"514",-23229,202401,162,46,99,10261,200
"515",-23229,202401,162,46,100,10261,210
"516",-23229,202401,162,46,101,21720,680
"517",-23229,202401,162,46,102,21720,620
"518",-23229,202401,162,46,104,21720,480
"519",-23229,202401,162,46,105,21720,160
"520",-23229,202401,162,46,103,21720,790
"521",-23229,202401,162,46,84,21740,580
"522",-23229,202401,162,46,85,21740,580
"523",-23229,202401,162,46,86,21740,540
"524",-23229,202401,162,46,87,21740,90
"525",-23230,202401,162,47,43,10130,460
"526",-23230,202401,162,47,44,10130,440
"527",-23230,202401,162,47,45,10130,360
"528",-23230,202401,162,47,73,10210,360
"529",-23230,202401,162,47,74,10210,280
"530",-23230,202401,162,47,75,10210,270
"531",-23230,202401,162,47,101,10261,350
"532",-23230,202401,162,47,102,10261,280
"533",-23230,202401,162,47,103,10261,330
"534",-23230,202401,162,47,104,10261,260
"535",-23230,202401,162,47,106,21720,720
"536",-23230,202401,162,47,107,21720,460
"537",-23230,202401,162,47,108,21720,440
"538",-23230,202401,162,47,109,21720,220
"539",-23230,202401,162,47,88,21740,520
"540",-23230,202401,162,47,89,21740,530
"541",-23230,202401,162,47,90,21740,650
"542",-23230,202401,162,47,91,21740,100
"543",-23240,202401,162,48,105,10261,370
"544",-23240,202401,162,48,106,10261,210
"545",-23240,202401,162,48,107,10261,280
"546",-23240,202401,162,48,108,10261,190
"547",-23240,202401,162,48,76,10210,310
"548",-23240,202401,162,48,77,10210,310
"549",-23240,202401,162,48,78,10210,250
"550",-23240,202401,162,48,92,21740,560
"551",-23240,202401,162,48,93,21740,610
"552",-23240,202401,162,48,94,21740,590
"553",-23241,202401,162,49,110,21720,690
"554",-23241,202401,162,49,111,21720,550
"555",-23241,202401,162,49,112,21720,470
"556",-23241,202401,162,49,113,21720,550
"557",-23241,202401,162,49,95,21740,650
"558",-23241,202401,162,49,96,21740,580
"559",-23241,202401,162,49,97,21740,630
"560",-23241,202401,162,49,79,10210,320
"561",-23241,202401,162,49,80,10210,210
"562",-23241,202401,162,49,81,10210,280
"563",-23241,202401,162,49,109,10261,320
"564",-23241,202401,162,49,110,10261,270
"565",-23241,202401,162,49,111,10261,180
"566",-23241,202401,162,49,112,10261,170
"567",-23243,202401,162,51,85,10210,320
"568",-23243,202401,162,51,86,10210,120
"569",-23243,202401,162,51,87,10210,140
"570",-23243,202401,162,51,117,10261,380
"571",-23243,202401,162,51,118,10261,370
"572",-23243,202401,162,51,119,10261,270
"573",-23243,202401,162,51,120,10261,250
"574",-23243,202401,162,51,101,21740,580
"575",-23243,202401,162,51,102,21740,580
"576",-23243,202401,162,51,103,21740,580
"577",-23243,202401,162,51,118,21720,270
"578",-23243,202401,162,51,119,21720,140
"579",-23261,202401,162,55,135,10261,150
"580",-23261,202401,162,55,132,10261,250
"581",-23261,202401,162,55,133,10261,280
"582",-23261,202401,162,55,134,10261,270
"583",-23261,202401,162,55,132,21720,180
"584",-23261,202401,162,55,133,21720,450
"585",-23261,202401,162,55,134,21720,370
"586",-23261,202401,162,55,135,21720,340
"587",-23261,202401,162,55,136,21720,600
"588",-23261,202401,162,55,110,21740,590
"589",-23261,202401,162,55,111,21740,500
"590",-23261,202401,162,55,112,21740,550
"591",-23261,202401,162,55,46,10130,450
"592",-23261,202401,162,55,47,10130,420
"593",-23261,202401,162,55,48,10130,400
"594",-23261,202401,162,55,113,21740,120
"595",-23261,202401,162,55,97,10210,320
"596",-23261,202401,162,55,98,10210,250
"597",-23261,202401,162,55,99,10210,270
"598",-23258,202401,162,52,121,10261,430
"599",-23258,202401,162,52,88,10210,280
"600",-23258,202401,162,52,89,10210,340
"601",-23258,202401,162,52,90,10210,110
"602",-23258,202401,162,52,122,10261,370
"603",-23258,202401,162,52,123,10261,340
"604",-23258,202401,162,52,120,21720,610
"605",-23258,202401,162,52,121,21720,350
"606",-23258,202401,162,52,122,21720,120
"607",-23258,202401,162,52,123,21720,130
"608",-23259,202401,162,53,105,21740,590
"609",-23259,202401,162,53,106,21740,600
"610",-23259,202401,162,53,124,21720,560
"611",-23259,202401,162,53,125,21720,520
"612",-23259,202401,162,53,126,21720,290
"613",-23259,202401,162,53,127,21720,200
"614",-23259,202401,162,53,124,10261,360
"615",-23259,202401,162,53,125,10261,380
"616",-23259,202401,162,53,126,10261,120
"617",-23259,202401,162,53,127,10261,300
"618",-23259,202401,162,53,91,10210,350
"619",-23259,202401,162,53,92,10210,250
"620",-23259,202401,162,53,93,10210,140
"621",-23259,202401,162,53,104,21740,640
"622",-23260,202401,162,54,107,21740,600
"623",-23260,202401,162,54,108,21740,600
"624",-23260,202401,162,54,109,21740,640
"625",-23260,202401,162,54,94,10210,380
"626",-23260,202401,162,54,95,10210,160
"627",-23260,202401,162,54,96,10210,270
"628",-23260,202401,162,54,128,10261,400
"629",-23260,202401,162,54,129,10261,330
"630",-23260,202401,162,54,130,10261,170
"631",-23260,202401,162,54,131,10261,320
"632",-23260,202401,162,54,128,21720,500
"633",-23260,202401,162,54,129,21720,330
"634",-23260,202401,162,54,130,21720,350
"635",-23260,202401,162,54,131,21720,220
"636",-23262,202401,162,56,100,10210,320
"637",-23262,202401,162,56,101,10210,260
"638",-23262,202401,162,56,102,10210,220
"639",-23262,202401,162,56,114,21740,580
"640",-23262,202401,162,56,115,21740,550
"641",-23262,202401,162,56,116,21740,570
"642",-23262,202401,162,56,136,10261,360
"643",-23262,202401,162,56,137,10261,330
"644",-23262,202401,162,56,138,10261,240
"645",-23262,202401,162,56,139,10261,290
"646",-23271,202401,162,60,131,21740,120
"647",-23271,202401,162,60,128,21740,500
"648",-23271,202401,162,60,129,21740,500
"649",-23271,202401,162,60,130,21740,560
"650",-23271,202401,162,60,152,10261,320
"651",-23271,202401,162,60,153,10261,330
"652",-23271,202401,162,60,154,10261,300
"653",-23271,202401,162,60,155,10261,140
"654",-23271,202401,162,60,112,10210,280
"655",-23271,202401,162,60,113,10210,220
"656",-23271,202401,162,60,114,10210,260
"657",-23271,202401,162,60,151,21720,410
"658",-23271,202401,162,60,152,21720,570
"659",-23271,202401,162,60,153,21720,360
"660",-23271,202401,162,60,154,21720,650
"661",-23271,202401,162,60,155,21720,180
"662",-23271,202401,162,60,58,10130,370
"663",-23271,202401,162,60,59,10130,340
